name,cpu_perc_mean,cpu_perc_std,cpu_perc_min,cpu_perc_max,cpu_perc_median,cpu_perc_<lambda_0>,cpu_perc_<lambda_1>,mem_used_GB_mean,mem_used_GB_std,mem_used_GB_min,mem_used_GB_max,mem_used_GB_median,mem_used_GB_<lambda_0>,mem_used_GB_<lambda_1>,name_clean,framework,operation_type,category,run_number,dataset_name
ray-client,13.676206896551724,7.0276541037573015,6.42,47.57,11.78,9.9025,14.2575,1.7751724137931035,0.050591982559834,1.74,1.927,1.749,1.742,1.7847499999999998,ray_client,Ray,Ray,General,1,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-head,6.880000000000001,1.8272508350073584,2.84,11.13,6.92,5.842499999999999,8.0575,1.5266896551724138,0.0011728941046668,1.525,1.529,1.527,1.526,1.527,ray_head,Ray,Ray,General,1,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-1,128.1608620689655,36.16085783820229,5.43,202.35,112.75,109.325,158.1275,4.309637931034483,0.3489171569235942,3.099,4.693,4.433,4.30675,4.48775,ray_worker_1,Ray,Ray,General,1,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-2,179.0210344827586,57.38822440767319,6.2,209.26,202.28,193.935,204.7225,4.815120689655172,0.8408852703015093,2.711,5.53,5.243,4.82925,5.30175,ray_worker_2,Ray,Ray,General,1,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-3,113.88672413793104,26.04473367570409,6.38,181.86,110.99,108.2675,114.0025,4.264741379310345,0.3428843373267857,3.062,4.548,4.367,4.3095,4.41625,ray_worker_3,Ray,Ray,General,1,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-4,191.03206896551723,31.054710056558484,68.6,208.16,201.985,198.0475,204.4275,5.076775862068965,0.529890920357496,3.009,5.732,5.255,5.063,5.35775,ray_worker_4,Ray,Ray,General,1,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-5,186.33344827586208,43.77805204131821,6.31,207.92,202.22,199.195,204.18,5.053896551724137,0.6412686080787047,2.849,5.654,5.318,4.964,5.40225,ray_worker_5,Ray,Ray,General,1,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-client,14.763793103448275,8.327073963797135,8.33,50.89,12.12,10.7225,14.5825,1.7991379310344826,0.0581716903101414,1.748,2.109,1.775,1.764,1.8485,ray_client,Ray,Ray,General,2,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-head,6.717068965517241,1.4487647595429862,4.22,9.79,6.404999999999999,5.6525,7.925,1.5321724137931034,0.0005662412552126,1.531,1.533,1.532,1.532,1.53275,ray_head,Ray,Ray,General,2,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-1,185.67793103448275,52.24251447290128,6.7,207.73,202.105,200.225,204.345,5.150448275862069,0.6650408554238906,3.098,5.757,5.44,5.15175,5.4965,ray_worker_1,Ray,Ray,General,2,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-2,119.72603448275862,32.20964723847283,5.75,192.8,113.25,111.3025,119.0075,4.146172413793104,0.2866635743161053,2.798,4.415,4.222,4.17525,4.26925,ray_worker_2,Ray,Ray,General,2,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-3,192.33758620689656,36.05467088071944,5.6,209.38,203.155,200.32,204.3775,5.342896551724137,0.4954815375198037,3.146,5.876,5.5295000000000005,5.264,5.61975,ray_worker_3,Ray,Ray,General,2,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-4,191.4863793103448,34.995768952194126,6.14,208.87,202.19,198.9125,204.745,5.003568965517241,0.5208403840781073,2.894,5.552,5.1845,4.98875,5.2805,ray_worker_4,Ray,Ray,General,2,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-5,127.47155172413794,39.4350088387376,8.75,203.89,112.31,109.5975,144.0,4.181137931034483,0.2898930503500531,2.905,4.414,4.278499999999999,4.2025,4.323,ray_worker_5,Ray,Ray,General,2,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-client,15.122758620689655,7.634210121965984,7.74,45.66,12.415,10.575,15.38,1.7653275862068964,0.0563741846888677,1.689,1.839,1.763,1.725,1.81575,ray_client,Ray,Ray,General,3,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-head,6.838448275862069,1.453561629088488,3.48,9.97,6.595,5.8875,7.92,1.5345689655172412,0.0005654394026668,1.533,1.535,1.535,1.534,1.535,ray_head,Ray,Ray,General,3,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-1,133.43241379310345,36.52058402092279,8.22,203.69,114.44,110.3875,155.54,4.271982758620689,0.2366839250968978,3.107,4.492,4.3335,4.238250000000001,4.3995,ray_worker_1,Ray,Ray,General,3,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-2,192.51637931034483,34.69387456417418,6.92,208.37,202.885,199.3575,204.5925,5.144637931034483,0.5079189981792707,3.247,5.681,5.334,5.0495,5.4365000000000006,ray_worker_2,Ray,Ray,General,3,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-3,124.81413793103448,32.996566330372566,8.02,195.87,111.74,108.99,136.925,4.303172413793104,0.2677960167628924,3.118,4.512,4.368,4.276,4.45775,ray_worker_3,Ray,Ray,General,3,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-4,186.83672413793104,50.22267717989104,10.56,206.52,202.655,201.06,204.8225,4.947620689655173,0.6807505101784997,2.93,5.566,5.176,4.96725,5.318,ray_worker_4,Ray,Ray,General,3,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-5,192.1353448275862,35.061430061382026,9.08,209.01,202.775,200.145,204.6175,5.187448275862069,0.4978148451831205,3.085,5.755,5.348,5.117,5.471500000000001,ray_worker_5,Ray,Ray,General,3,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-client,13.961666666666668,6.027723568017149,8.3,48.42,12.255,10.6575,15.26,1.8708833333333328,0.0696249253212434,1.643,1.99,1.854,1.823,1.907,ray_client,Ray,Ray,General,4,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-head,6.683833333333334,1.534362443278847,3.69,10.58,6.395,5.385,7.800000000000001,1.538433333333333,0.0006731324866864,1.536,1.539,1.5385,1.538,1.539,ray_head,Ray,Ray,General,4,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-1,130.26149999999998,35.27125986250187,7.3,198.04,113.64,111.115,153.5125,4.33045,0.2864284112055973,3.09,4.606,4.413,4.33225,4.457,ray_worker_1,Ray,Ray,General,4,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-2,190.26566666666668,40.12547858594851,7.31,207.52,201.775,199.4275,204.455,4.8318,0.6199726839253155,2.711,5.459,5.099,4.805000000000001,5.17375,ray_worker_2,Ray,Ray,General,4,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-3,123.29933333333334,31.68265262748882,5.05,198.43,112.125,109.7775,130.7725,4.3426,0.3067330976929931,3.127,4.598,4.4465,4.331,4.49225,ray_worker_3,Ray,Ray,General,4,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-4,182.53616666666667,54.14167748591376,6.17,207.19,201.985,197.485,203.8075,4.928333333333333,0.736940345921112,2.882,5.585,5.153499999999999,4.95,5.37575,ray_worker_4,Ray,Ray,General,4,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-5,190.40183333333331,37.98645416423796,7.55,207.6,201.735,198.6925,204.34750000000005,5.024633333333333,0.6158753166426769,2.825,5.528,5.298500000000001,4.97275,5.388,ray_worker_5,Ray,Ray,General,4,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-client,14.317166666666669,7.302141337124654,8.91,52.42,12.63,11.22,14.565,1.90635,0.0899745397132443,1.721,2.063,1.9105,1.82275,1.95,ray_client,Ray,Ray,General,5,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-head,6.813000000000001,1.6094217300275109,3.96,11.31,6.96,5.5225,7.7575,1.53925,0.0005712015287451,1.538,1.54,1.539,1.539,1.54,ray_head,Ray,Ray,General,5,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-1,184.89116666666663,55.18503629444498,6.1,212.57,203.0,201.12,204.5275,5.169583333333334,0.7562474774669605,2.976,5.878,5.4510000000000005,5.26475,5.50975,ray_worker_1,Ray,Ray,General,5,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-2,132.65533333333332,37.22516988233045,5.47,197.37,126.25,111.4425,152.81,4.015416666666667,0.3333929981912306,2.806,4.327,4.145,3.9695,4.19775,ray_worker_2,Ray,Ray,General,5,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-3,119.46633333333334,35.90646714643273,5.58,199.4,112.11,109.6675,125.985,4.316050000000001,0.3244586847899025,3.187,4.617,4.3965,4.2895,4.482,ray_worker_3,Ray,Ray,General,5,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-4,187.27966666666669,42.49018035976841,9.45,211.15,202.03500000000005,197.83,203.7575,5.08565,0.6189364257761389,2.963,5.606,5.3835,4.99175,5.4375,ray_worker_4,Ray,Ray,General,5,04_AMZN_Ray_Pipeline_Kmeans_5000
ray-worker-5,190.87,39.805551141705294,8.01,210.32,203.265,198.945,204.65750000000003,5.0086,0.6110308378026127,2.939,5.591,5.236000000000001,4.9385,5.3535,ray_worker_5,Ray,Ray,General,5,04_AMZN_Ray_Pipeline_Kmeans_5000
spark-master,2.706937172774869,13.005194471648098,0.26,155.56,0.6,0.45,0.96,0.9188811456969896,0.033773845362177,0.53466796875,0.97060546875,0.92822265625,0.8962890625,0.9336669921875,master,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-1,147.48342931937174,83.99169518075888,0.06,209.27,197.58,99.14,200.1325,6.406256043439137,1.7210117888169905,0.29404296875,7.308,7.293,6.684,7.297,worker_1,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-2,175.3078272251309,52.93551999762436,0.05,208.09,198.37,193.5725,200.3675,7.530651515461387,2.1371666780248906,0.279296875,8.753,8.71,7.386,8.713,worker_2,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-3,143.2480104712042,73.69929380830192,0.05,209.61,188.115,107.6725,199.985,7.736875020451571,2.288819891770573,0.30556640625,9.27,8.984,7.836,8.988,worker_3,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-4,174.23104712041882,56.696673766840114,0.06,207.0,198.62,194.93,200.185,6.866513763907068,1.9680917621320075,0.3087890625,8.688,7.8155,7.596,7.819,worker_4,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-5,120.9107329842932,79.04611379124258,0.06,206.32,115.91,63.715,198.6475,5.826840549329188,1.4728042945418838,0.312890625,6.543,6.521,6.49625,6.525,worker_5,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-master,3.1628189910979225,14.524309017860537,0.25,159.01,0.56,0.44,0.83,0.8851808813983679,0.0381263689934512,0.38037109375,0.93525390625,0.88759765625,0.87109375,0.90341796875,master,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-1,175.60157270029674,46.74719306783708,0.14,206.61,198.12,187.22,200.07,6.99910475009273,2.122723358914065,0.29580078125,8.235,8.202,6.829,8.208,worker_1,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-2,148.28765578635014,77.08216204479614,0.14,208.81,197.64,100.53,200.07,6.139074925816024,1.764485945432124,0.2810546875,7.137,7.114,5.973,7.12,worker_2,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-3,119.423293768546,80.19517159872998,0.12,207.6,113.98,8.42,198.61,6.122352536164688,1.7070006994736768,0.31259765625,7.296,7.031,6.495,7.037,worker_3,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-4,126.41468842729972,66.1589255080658,0.12,208.41,114.7,100.18,198.3,6.417252944176559,1.796951389596415,0.3169921875,7.44,7.376,6.258,7.382,worker_4,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-5,164.25127596439168,71.07055101294581,0.13,208.38,198.52,194.43,200.24,6.56192384551187,1.86007070721196,0.42099609375,7.643,7.607,6.652,7.612,worker_5,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-master,2.763766233766233,12.63149563085442,0.26,181.45,0.67,0.46,1.19,0.907091112012987,0.0358491299437265,0.526953125,0.95908203125,0.90830078125,0.88740234375,0.9341796875,master,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-1,146.91046753246752,84.97961517690096,0.07,207.92,197.93,96.2,200.08,6.264974857954545,1.646750091923234,0.295703125,7.153,7.122,6.78,7.127,worker_1,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-2,152.1071948051948,67.75792490877895,0.07,207.02,196.2,108.79,199.42,7.20465942573052,1.9467429143421695,0.28095703125,8.288,8.259,7.219,8.276,worker_2,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-3,156.01433766233765,48.20101885204573,0.08,206.41,194.07,101.53,199.09,6.71530419034091,1.7811973394631555,0.3125,7.711,7.669,6.777,7.674,worker_3,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-4,125.48296103896104,75.23227699349583,0.07,207.53,116.02,99.46,198.7,6.642942126623377,1.6300302742075183,0.31689453125,7.474,7.445,7.115,7.45,worker_4,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-5,135.9318181818182,85.52573548669294,0.07,209.02,196.4,13.17,199.78,7.16554650974026,1.8537152383259088,0.31376953125,8.081,8.064,7.71,8.069,worker_5,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-master,3.068066157760814,14.328882289951496,0.26,161.88,0.62,0.44,0.99,0.8839133070928753,0.0375060244890557,0.37568359375,0.9353515625,0.89169921875,0.86708984375,0.90244140625,master,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-1,166.90727735368955,65.78254166746333,0.13,208.23,198.81,194.38,200.51,6.115783705073155,1.5427966026287796,0.30458984375,6.973,6.956,5.461,6.961,worker_1,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-2,159.07562340966922,67.1528602098825,0.14,207.53,198.12,113.16,200.52,7.214008726940204,1.9470024267577652,0.29443359375,8.35,8.262,7.222,8.266,worker_2,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-3,185.08910941475827,46.99489246532313,0.12,212.12,199.58,197.18,201.83,8.240671457538168,2.516774567967564,0.2546875,9.593,9.498,9.082,9.503,worker_3,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-4,110.14010178117049,84.36315258918158,0.1,205.95,113.93,0.32,199.12,6.138176546596692,1.5208321189141822,0.2833984375,6.889,6.868,6.541,6.873,worker_4,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-5,118.8476844783715,73.01482545138425,0.11,207.03,114.12,99.65,198.13,8.132373300333969,2.517229154283658,0.26552734375,9.491,9.46,8.267,9.465,worker_5,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-master,2.981152941176471,14.035081192929376,0.23,179.18,0.55,0.39,0.86,0.8917097886029411,0.0311211701587941,0.51025390625,0.9291015625,0.891796875,0.873828125,0.91416015625,master,Spark,Spark,General,5,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-1,141.23971764705882,73.9431488139629,0.06,205.86,195.94,100.1,199.61,6.755605900735294,1.921215936586584,0.30458984375,7.774,7.75,7.329,7.763,worker_1,Spark,Spark,General,5,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-2,133.33315294117645,92.1808267878937,0.09,207.83,196.98,0.27,199.57,6.678280073529412,1.7750155442920263,0.29443359375,7.61,7.594,6.596,7.597,worker_2,Spark,Spark,General,5,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-3,140.59275294117646,68.31189496407406,0.07,207.72,188.95,100.48,199.01,6.757418575367647,1.8146505102866968,0.2546875,7.721,7.693,6.359,7.697,worker_3,Spark,Spark,General,5,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-4,129.4795294117647,88.67947729952884,0.06,208.06,196.05,0.31,199.26,6.532714880514705,1.699981675930127,0.23037109375,7.374,7.346,6.974,7.349,worker_4,Spark,Spark,General,5,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-worker-5,145.64051764705883,52.951057815571644,0.06,208.66,119.69,107.41,199.0,5.684447794117648,1.3727283372994878,0.26552734375,6.889,6.222,5.759,6.228,worker_5,Spark,Spark,General,5,04_AMZN_Spark_Pipeline_Kmeans_Distribuido
spark-master,8.935474452554745,30.22831471011295,0.07,174.42,0.16,0.1,0.8574999999999999,0.5487561302463503,0.2869870767306382,0.30380859375,0.984375,0.33486328125,0.32958984375,0.95439453125,master,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-1,58.95956204379562,87.35657016765163,0.05,207.13,0.12,0.08,178.5075,1.452793367928832,1.7596437796773778,0.3115234375,4.97,0.3177734375,0.31689453125,2.1397500000000003,worker_1,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-2,58.95992700729927,85.13168770367882,0.05,210.41,0.11,0.08,166.61249999999998,1.346543082801095,1.6594903826260876,0.282421875,4.703,0.296875,0.28828125,1.8595,worker_2,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-3,51.30474452554745,77.98421472732666,0.05,205.59,0.12,0.08,101.52,1.2557381386861313,1.5448053523006764,0.26337890625,5.028,0.28154296875,0.28046875,1.67,worker_3,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-4,49.90978102189781,75.63963812950276,0.06,210.22,0.14,0.09,100.84,1.5441219776459854,1.9947263514938471,0.2685546875,5.154,0.28369140625,0.2828125,2.1065,worker_4,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-5,58.14463503649635,84.0902051896692,0.05,204.88,0.12,0.08,158.02,1.5012713418111314,1.981156642106905,0.25966796875,6.261,0.27880859375,0.27431640625,2.0585,worker_5,Spark,Spark,General,1,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-master,7.452222222222223,28.26402488803409,0.24,147.72,0.6799999999999999,0.42,1.1675,0.9358648003472224,0.0595191339682217,0.60126953125,0.9775390625,0.952099609375,0.9510009765625,0.9583740234375,master,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-1,120.947,74.11950317948059,0.14,206.33,111.365,97.51,197.17,3.630241796875,1.0785955889386498,0.371875,4.629,4.093,3.2605,4.099,worker_1,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-2,130.63688888888888,71.62521776180313,0.12,208.23,120.47,99.415,198.03,4.0916867621527775,1.0911943101982484,0.29912109375,4.655,4.568,4.36625,4.573,worker_2,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-3,163.12555555555554,61.3391618973732,0.13,205.71,196.385,157.91,199.4375,4.245785763888889,1.617779431637398,0.3390625,6.404,4.2675,3.18925,5.066,worker_3,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-4,137.5307777777778,82.46646004268969,0.14,206.68,194.05,61.7825,198.92,4.528167013888889,1.1736629012158335,0.337890625,5.271,5.232,4.059,5.24275,worker_4,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-5,156.21166666666664,75.29229260956592,0.14,204.3,196.73,166.16500000000002,199.14,4.010833420138889,1.4662285571223093,0.333984375,4.983,4.955,3.22075,4.969,worker_5,Spark,Spark,General,2,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-master,8.103333333333333,27.95347311910077,0.29,157.71,0.66,0.51,1.26,0.9869087281586022,0.0747460689418733,0.57958984375,1.031,1.01,1.008,1.017,master,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-1,157.3551612903226,71.24523930110368,0.15,208.27,197.04,114.17,200.21,4.213989583333333,1.4163572022818152,0.36416015625,5.175,5.149,3.772,5.158,worker_1,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-2,129.06290322580645,75.89656138141663,0.14,206.83,136.05,99.29,198.73,3.75935248655914,1.3289150189155277,0.35078125,4.597,4.576,2.68,4.578,worker_2,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-3,173.2121505376344,44.65101293581685,0.23,205.78,196.65,165.75,199.55,4.612465011760753,1.770209532060712,0.3330078125,6.727,5.297,3.255,5.304,worker_3,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-4,132.07172043010752,65.26047792972898,0.16,205.81,121.07,100.93,198.21,3.866884408602151,0.9755439132629994,0.33505859375,4.42,4.398,3.461,4.401,worker_4,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-5,148.98881720430106,75.19597872934462,0.12,206.87,196.57,101.2,200.06,3.7777584845430106,1.3068785103651206,0.33134765625,4.696,4.522,3.916,4.529,worker_5,Spark,Spark,General,3,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-master,8.385111111111112,31.077180191246462,0.27,200.24,0.805,0.4525,1.7325,0.9662728298611112,0.0648344203659769,0.60244140625,1.005,0.986328125,0.9853515625,0.98828125,master,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-1,128.79544444444446,72.07063830701114,0.15,205.53,132.55,99.425,197.8775,3.8020465277777777,1.139647255992957,0.34365234375,4.513,4.446,3.42125,4.447,worker_1,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-2,146.62977777777778,73.64519423328264,0.14,204.92,194.85,106.1775,198.0975,3.733331770833333,1.1838902825438924,0.33037109375,4.717,4.306,3.029,4.306,worker_2,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-3,162.32277777777776,70.7777023230469,0.11,211.5,196.905,180.3625,199.3075,3.9489504340277777,1.3634222382307366,0.31083984375,5.549,4.744,3.527,4.75,worker_3,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-4,124.08033333333331,73.27615182124629,0.13,205.67,120.14,98.935,197.6325,3.426469184027778,1.1182641797745887,0.31328125,5.082,3.613,3.344,3.614,worker_4,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-worker-5,173.1052222222222,45.5246459050647,10.02,207.83,196.97,172.42000000000002,198.985,5.028780164930556,1.348983757938577,0.31162109375,6.275,5.24,4.9435,6.26575,worker_5,Spark,Spark,General,4,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
spark-master,7.383684210526315,25.68378149780277,0.29,175.2,0.72,0.545,1.245,0.939866365131579,0.0900840916223225,0.34150390625,0.9853515625,0.96494140625,0.9646484375,0.965234375,master,Spark,Spark,General,5,04_AMZN_Spark_Pipeline_Kmeans_Distribuido_5000
