name,cpu_perc_mean,cpu_perc_std,cpu_perc_min,cpu_perc_max,cpu_perc_median,cpu_perc_<lambda_0>,cpu_perc_<lambda_1>,mem_used_GB_mean,mem_used_GB_std,mem_used_GB_min,mem_used_GB_max,mem_used_GB_median,mem_used_GB_<lambda_0>,mem_used_GB_<lambda_1>,name_clean,framework,operation_type,category,run_number,dataset_name
ray-worker-3,152.754,81.95641296852045,4.6,233.4,182.52,152.7675,193.6675,2.831816015625,1.1638404116279146,0.64443359375,3.489,3.417,3.0515,3.4537500000000003,ray_worker_3,Ray,RAY,General,5,07_AMZN_RAY_Read_Filter_Write
ray-worker-4,151.837,84.64656507436605,4.1,255.25,181.69,132.4625,200.5425,3.1611,1.4078334978522251,0.61240234375,4.107,3.946,2.93075,4.0745000000000005,ray_worker_4,Ray,RAY,General,5,07_AMZN_RAY_Read_Filter_Write
ray-worker-5,178.648,102.92978553903194,1.65,262.3,236.025,130.9325,241.0175,2.721104296875,1.185276535838995,0.48447265625,3.38,3.299,3.029,3.3400000000000003,ray_worker_5,Ray,RAY,General,5,07_AMZN_RAY_Read_Filter_Write
spark-master,51.645,19.89091375477758,37.58,65.71,51.645,44.6125,58.6775,0.4166015625,0.2639220818061508,0.22998046875,0.60322265625,0.4166015625,0.323291015625,0.5099121093750001,master,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-1,16.24,14.990663761154808,5.64,26.84,16.24,10.94,21.54,0.3997070312499999,0.1933495104806965,0.26298828125,0.53642578125,0.3997070312499999,0.33134765625,0.4680664062499999,worker_1,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-2,14.04,11.115718600252526,6.18,21.9,14.04,10.11,17.97,0.402783203125,0.1798840981436481,0.2755859375,0.52998046875,0.402783203125,0.3391845703125,0.4663818359375,worker_2,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-3,14.52,12.713779925734126,5.53,23.51,14.52,10.025,19.015,0.3724121093749999,0.1863751174240714,0.240625,0.50419921875,0.3724121093749999,0.3065185546875,0.4383056640624999,worker_3,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-4,12.925,12.692566722298526,3.95,21.9,12.925,8.4375,17.412499999999998,0.44833984375,0.2452776647240837,0.27490234375,0.62177734375,0.44833984375,0.36162109375,0.5350585937500001,worker_4,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-5,14.835,14.870455608353096,4.32,25.35,14.835,9.5775,20.0925,0.4468261718749999,0.2434132230158769,0.27470703125,0.6189453125,0.4468261718749999,0.3607666015625,0.5328857421875,worker_5,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-master,51.645,19.89091375477758,37.58,65.71,51.645,44.6125,58.6775,0.4166015625,0.2639220818061508,0.22998046875,0.60322265625,0.4166015625,0.323291015625,0.5099121093750001,master,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-1,16.24,14.990663761154808,5.64,26.84,16.24,10.94,21.54,0.3997070312499999,0.1933495104806965,0.26298828125,0.53642578125,0.3997070312499999,0.33134765625,0.4680664062499999,worker_1,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-2,14.04,11.115718600252526,6.18,21.9,14.04,10.11,17.97,0.402783203125,0.1798840981436481,0.2755859375,0.52998046875,0.402783203125,0.3391845703125,0.4663818359375,worker_2,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-3,14.52,12.713779925734126,5.53,23.51,14.52,10.025,19.015,0.3724121093749999,0.1863751174240714,0.240625,0.50419921875,0.3724121093749999,0.3065185546875,0.4383056640624999,worker_3,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-4,12.925,12.692566722298526,3.95,21.9,12.925,8.4375,17.412499999999998,0.44833984375,0.2452776647240837,0.27490234375,0.62177734375,0.44833984375,0.36162109375,0.5350585937500001,worker_4,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-worker-5,14.835,14.870455608353096,4.32,25.35,14.835,9.5775,20.0925,0.4468261718749999,0.2434132230158769,0.27470703125,0.6189453125,0.4468261718749999,0.3607666015625,0.5328857421875,worker_5,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter
spark-master,88.845,118.56059400154842,5.01,172.68,88.845,46.9275,130.7625,0.6187988281250001,0.0332146837647196,0.5953125,0.64228515625,0.6187988281250001,0.6070556640625,0.6305419921875001,master,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-1,90.425,19.509076092936848,76.63,104.22,90.425,83.5275,97.3225,0.646728515625,0.0981248765689534,0.57734375,0.71611328125,0.646728515625,0.6120361328125,0.6814208984375,worker_1,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-2,96.65,12.331942263893389,87.93,105.37,96.65,92.29,101.01,0.619873046875,0.0732656537928639,0.56806640625,0.6716796875,0.619873046875,0.5939697265625,0.6457763671875,worker_2,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-3,107.06,7.311484117468904,101.89,112.23,107.06,104.475,109.645,0.594287109375,0.0522734212263883,0.55732421875,0.63125,0.594287109375,0.5758056640625,0.6127685546875,worker_3,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-4,109.775,33.226947647955875,86.28,133.27,109.775,98.0275,121.5225,0.6974609375,0.0886645612347193,0.634765625,0.76015625,0.6974609375,0.66611328125,0.72880859375,worker_4,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-5,95.12,77.72517738802532,40.16,150.08,95.12,67.64,122.6,0.6828125,0.0962604348607467,0.61474609375,0.75087890625,0.6828125,0.648779296875,0.716845703125,worker_5,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-master,88.845,118.56059400154842,5.01,172.68,88.845,46.9275,130.7625,0.6187988281250001,0.0332146837647196,0.5953125,0.64228515625,0.6187988281250001,0.6070556640625,0.6305419921875001,master,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-1,90.425,19.509076092936848,76.63,104.22,90.425,83.5275,97.3225,0.646728515625,0.0981248765689534,0.57734375,0.71611328125,0.646728515625,0.6120361328125,0.6814208984375,worker_1,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-2,96.65,12.331942263893389,87.93,105.37,96.65,92.29,101.01,0.619873046875,0.0732656537928639,0.56806640625,0.6716796875,0.619873046875,0.5939697265625,0.6457763671875,worker_2,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-3,107.06,7.311484117468904,101.89,112.23,107.06,104.475,109.645,0.594287109375,0.0522734212263883,0.55732421875,0.63125,0.594287109375,0.5758056640625,0.6127685546875,worker_3,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-4,109.775,33.226947647955875,86.28,133.27,109.775,98.0275,121.5225,0.6974609375,0.0886645612347193,0.634765625,0.76015625,0.6974609375,0.66611328125,0.72880859375,worker_4,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-worker-5,95.12,77.72517738802532,40.16,150.08,95.12,67.64,122.6,0.6828125,0.0962604348607467,0.61474609375,0.75087890625,0.6828125,0.648779296875,0.716845703125,worker_5,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter
spark-master,75.52250000000001,72.71821155437384,10.38,162.74,64.485,18.3975,121.61,0.51181640625,0.1915903796536933,0.23095703125,0.64248046875,0.5869140625,0.46943359375,0.629296875,master,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-1,98.7325,113.8254922750904,0.07,199.58,97.64,0.22,196.1525,0.514208984375,0.1909494026499039,0.273828125,0.715234375,0.53388671875,0.41474609375,0.633349609375,worker_1,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-2,81.4275,93.83651150627172,0.17,165.9,79.82,0.2075,161.04,0.4904296875,0.1622453503836397,0.28095703125,0.64609375,0.517333984375,0.406787109375,0.6009765625,worker_2,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-3,88.89500000000001,103.15108029810771,0.07,192.26,81.625,0.2125,170.3075,0.4645751953125,0.1689167729198471,0.2455078125,0.60361328125,0.50458984375,0.37470703125,0.5944580078125,worker_3,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-4,84.0575,96.89151472136248,0.08,171.5,82.325,0.2375,166.145,0.4903076171875,0.1572626562923233,0.2798828125,0.612890625,0.534228515625,0.41494140625,0.6095947265625,worker_4,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-5,92.4875,106.5071435397645,0.22,186.13,91.8,0.2724999999999999,184.015,0.47841796875,0.1667081717627264,0.2802734375,0.6615234375,0.4859375,0.3802490234375,0.5841064453125,worker_5,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-master,75.52250000000001,72.71821155437384,10.38,162.74,64.485,18.3975,121.61,0.51181640625,0.1915903796536933,0.23095703125,0.64248046875,0.5869140625,0.46943359375,0.629296875,master,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-1,98.7325,113.8254922750904,0.07,199.58,97.64,0.22,196.1525,0.514208984375,0.1909494026499039,0.273828125,0.715234375,0.53388671875,0.41474609375,0.633349609375,worker_1,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-2,81.4275,93.83651150627172,0.17,165.9,79.82,0.2075,161.04,0.4904296875,0.1622453503836397,0.28095703125,0.64609375,0.517333984375,0.406787109375,0.6009765625,worker_2,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-3,88.89500000000001,103.15108029810771,0.07,192.26,81.625,0.2125,170.3075,0.4645751953125,0.1689167729198471,0.2455078125,0.60361328125,0.50458984375,0.37470703125,0.5944580078125,worker_3,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-4,84.0575,96.89151472136248,0.08,171.5,82.325,0.2375,166.145,0.4903076171875,0.1572626562923233,0.2798828125,0.612890625,0.534228515625,0.41494140625,0.6095947265625,worker_4,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-worker-5,92.4875,106.5071435397645,0.22,186.13,91.8,0.2724999999999999,184.015,0.47841796875,0.1667081717627264,0.2802734375,0.6615234375,0.4859375,0.3802490234375,0.5841064453125,worker_5,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter
spark-master,75.485,104.14975780096658,1.84,149.13,75.485,38.6625,112.3075,0.432568359375,0.2838785134236227,0.2318359375,0.63330078125,0.432568359375,0.3322021484375,0.5329345703125,master,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-1,0.105,0.0353553390593273,0.08,0.13,0.105,0.0925,0.1175,0.43505859375,0.2246997525372095,0.276171875,0.5939453125,0.43505859375,0.355615234375,0.514501953125,worker_1,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-2,31.235,43.96082858636766,0.15,62.32,31.235,15.6925,46.7775,0.4439453125,0.2298097038856279,0.2814453125,0.6064453125,0.4439453125,0.3626953125,0.5251953125,worker_2,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-3,0.095,0.0494974746830583,0.06,0.13,0.095,0.0775,0.1125,0.3936523437499999,0.2088174713191522,0.24599609375,0.54130859375,0.3936523437499999,0.31982421875,0.4674804687499999,worker_3,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-4,0.125,0.0353553390593273,0.1,0.15,0.125,0.1125,0.1375,0.477392578125,0.2786304552820038,0.28037109375,0.6744140625,0.477392578125,0.3788818359375,0.5759033203125,worker_4,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-5,0.105,0.0494974746830583,0.07,0.14,0.105,0.0875,0.1225,0.449853515625,0.237336524115055,0.28203125,0.61767578125,0.449853515625,0.3659423828125,0.5337646484375,worker_5,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-master,75.485,104.14975780096658,1.84,149.13,75.485,38.6625,112.3075,0.432568359375,0.2838785134236227,0.2318359375,0.63330078125,0.432568359375,0.3322021484375,0.5329345703125,master,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-1,0.105,0.0353553390593273,0.08,0.13,0.105,0.0925,0.1175,0.43505859375,0.2246997525372095,0.276171875,0.5939453125,0.43505859375,0.355615234375,0.514501953125,worker_1,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-2,31.235,43.96082858636766,0.15,62.32,31.235,15.6925,46.7775,0.4439453125,0.2298097038856279,0.2814453125,0.6064453125,0.4439453125,0.3626953125,0.5251953125,worker_2,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-3,0.095,0.0494974746830583,0.06,0.13,0.095,0.0775,0.1125,0.3936523437499999,0.2088174713191522,0.24599609375,0.54130859375,0.3936523437499999,0.31982421875,0.4674804687499999,worker_3,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-4,0.125,0.0353553390593273,0.1,0.15,0.125,0.1125,0.1375,0.477392578125,0.2786304552820038,0.28037109375,0.6744140625,0.477392578125,0.3788818359375,0.5759033203125,worker_4,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-worker-5,0.105,0.0494974746830583,0.07,0.14,0.105,0.0875,0.1225,0.449853515625,0.237336524115055,0.28203125,0.61767578125,0.449853515625,0.3659423828125,0.5337646484375,worker_5,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter
spark-master,51.645,19.89091375477758,37.58,65.71,51.645,44.6125,58.6775,0.4166015625,0.2639220818061508,0.22998046875,0.60322265625,0.4166015625,0.323291015625,0.5099121093750001,master,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-1,16.24,14.990663761154808,5.64,26.84,16.24,10.94,21.54,0.3997070312499999,0.1933495104806965,0.26298828125,0.53642578125,0.3997070312499999,0.33134765625,0.4680664062499999,worker_1,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-2,14.04,11.115718600252526,6.18,21.9,14.04,10.11,17.97,0.402783203125,0.1798840981436481,0.2755859375,0.52998046875,0.402783203125,0.3391845703125,0.4663818359375,worker_2,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-3,14.52,12.713779925734126,5.53,23.51,14.52,10.025,19.015,0.3724121093749999,0.1863751174240714,0.240625,0.50419921875,0.3724121093749999,0.3065185546875,0.4383056640624999,worker_3,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-4,12.925,12.692566722298526,3.95,21.9,12.925,8.4375,17.412499999999998,0.44833984375,0.2452776647240837,0.27490234375,0.62177734375,0.44833984375,0.36162109375,0.5350585937500001,worker_4,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-5,14.835,14.870455608353096,4.32,25.35,14.835,9.5775,20.0925,0.4468261718749999,0.2434132230158769,0.27470703125,0.6189453125,0.4468261718749999,0.3607666015625,0.5328857421875,worker_5,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-master,51.645,19.89091375477758,37.58,65.71,51.645,44.6125,58.6775,0.4166015625,0.2639220818061508,0.22998046875,0.60322265625,0.4166015625,0.323291015625,0.5099121093750001,master,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-1,16.24,14.990663761154808,5.64,26.84,16.24,10.94,21.54,0.3997070312499999,0.1933495104806965,0.26298828125,0.53642578125,0.3997070312499999,0.33134765625,0.4680664062499999,worker_1,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-2,14.04,11.115718600252526,6.18,21.9,14.04,10.11,17.97,0.402783203125,0.1798840981436481,0.2755859375,0.52998046875,0.402783203125,0.3391845703125,0.4663818359375,worker_2,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-3,14.52,12.713779925734126,5.53,23.51,14.52,10.025,19.015,0.3724121093749999,0.1863751174240714,0.240625,0.50419921875,0.3724121093749999,0.3065185546875,0.4383056640624999,worker_3,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-4,12.925,12.692566722298526,3.95,21.9,12.925,8.4375,17.412499999999998,0.44833984375,0.2452776647240837,0.27490234375,0.62177734375,0.44833984375,0.36162109375,0.5350585937500001,worker_4,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-worker-5,14.835,14.870455608353096,4.32,25.35,14.835,9.5775,20.0925,0.4468261718749999,0.2434132230158769,0.27470703125,0.6189453125,0.4468261718749999,0.3607666015625,0.5328857421875,worker_5,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter
spark-master,25.44,42.57820275680974,4.42,101.53,8.26,4.61,8.38,0.7698046875,0.0374179833286,0.70712890625,0.8013671875,0.77958984375,0.7671875,0.79375,master,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter_Write
spark-worker-1,58.564,68.42397445340339,0.16,172.64,52.78,10.98,56.26,1.0539640625,0.2967045737870249,0.66767578125,1.271,1.263,0.79814453125,1.27,worker_1,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter_Write
spark-worker-2,109.962,73.14463220223341,0.14,182.42,103.09,92.94,171.22,1.0786328125,0.3106296212480059,0.6943359375,1.348,1.207,0.798828125,1.345,worker_2,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter_Write
spark-worker-3,106.634,81.57371899086127,0.13,204.48,89.64,69.05,169.87,1.0443703125,0.331111122291559,0.6166015625,1.344,1.14,0.78125,1.34,worker_3,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter_Write
spark-worker-4,103.634,63.37040618459061,33.77,175.44,112.68,43.9,152.38,0.95772578125,0.2556808104295264,0.64541015625,1.188,1.058,0.72421875,1.173,worker_4,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter_Write
spark-worker-5,104.822,72.22180744068928,0.13,184.99,114.19,71.94,152.86,1.02362734375,0.3178710118279463,0.592578125,1.263,1.242,0.77255859375,1.248,worker_5,Spark,SPARK,General,1,07_AMZN_SPARK_Read_Filter_Write
spark-master,58.75,74.92507223887075,2.38,189.41,32.01,21.56,48.39,0.67966796875,0.1935928371798937,0.34296875,0.80498046875,0.76552734375,0.68955078125,0.7953125,master,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter_Write
spark-worker-1,89.24199999999999,89.82195817282097,0.09,189.73,86.68,0.65,169.06,0.85661953125,0.3956727813899527,0.32333984375,1.25,0.8318359375,0.644921875,1.233,worker_1,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter_Write
spark-worker-2,71.51,97.57894163189106,0.06,185.95,0.55,0.47,170.52,0.82542734375,0.4389316140578826,0.31044921875,1.401,0.70625,0.5734375,1.136,worker_2,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter_Write
spark-worker-3,71.7,86.44884614614587,0.06,192.22,32.48,1.1,132.64,0.8645093750000001,0.4479330928653284,0.29228515625,1.463,0.787890625,0.65537109375,1.124,worker_3,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter_Write
spark-worker-4,63.488,77.19696703886754,0.64,178.58,20.84,9.82,107.56,0.7705390624999999,0.3712571565702491,0.29794921875,1.149,0.70068359375,0.5640625,1.141,worker_4,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter_Write
spark-worker-5,36.994,53.88906642353344,0.08,120.39,0.78,0.76,62.96,0.83991796875,0.4554705750626761,0.29140625,1.44,0.69091796875,0.622265625,1.155,worker_5,Spark,SPARK,General,2,07_AMZN_SPARK_Read_Filter_Write
spark-master,34.302,53.404670395013206,1.94,127.42,6.72,3.95,31.48,0.7813085937500001,0.0314292041913032,0.7296875,0.8056640625,0.79755859375,0.7732421875,0.800390625,master,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter_Write
spark-worker-1,123.254,74.89903690969598,0.16,189.86,134.13,116.97,175.15,1.0317875,0.3170213778847567,0.65693359375,1.312,1.152,0.72900390625,1.309,worker_1,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter_Write
spark-worker-2,112.522,75.42312622796804,0.14,197.32,107.77,94.13,163.25,0.9048203125,0.2575984116576373,0.56728515625,1.156,0.9373046875,0.72451171875,1.139,worker_2,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter_Write
spark-worker-3,128.844,80.2291473219054,0.15,196.61,144.57,110.68,192.21,1.02708125,0.3257021258009866,0.67646484375,1.363,1.004,0.73994140625,1.352,worker_3,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter_Write
spark-worker-4,100.34,70.16837464271208,0.15,172.31,104.6,66.65,157.99,1.02518046875,0.345600497394663,0.60546875,1.362,1.06,0.74443359375,1.354,worker_4,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter_Write
spark-worker-5,135.772,82.90065180684648,0.16,202.18,159.13,119.37,198.02,1.0000734375,0.3404256154554224,0.60234375,1.351,0.9384765625,0.760546875,1.348,worker_5,Spark,SPARK,General,3,07_AMZN_SPARK_Read_Filter_Write
spark-master,46.864,65.50215744538495,4.35,156.51,8.78,5.32,59.36,0.7853515625,0.0504719396002542,0.70693359375,0.828515625,0.79990234375,0.76611328125,0.82529296875,master,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter_Write
spark-worker-1,150.132,68.64054756483226,34.65,193.47,191.7,138.62,192.22,1.03687421875,0.3470288357628975,0.6705078125,1.406,0.9404296875,0.76943359375,1.398,worker_1,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter_Write
spark-worker-2,114.804,81.68188158949327,0.17,194.55,94.9,90.77,193.63,1.0299515625,0.3605340763404158,0.6166015625,1.421,1.068,0.71015625,1.334,worker_2,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter_Write
spark-worker-3,148.998,83.85438134051195,0.17,196.02,187.42,168.85,192.53,0.9457585937500002,0.2836877622722078,0.61640625,1.235,0.91904296875,0.72734375,1.231,worker_3,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter_Write
spark-worker-4,136.60399999999998,86.18469255035954,0.17,194.58,193.41,101.2,193.66,1.09152109375,0.4218335649646217,0.6251953125,1.533,0.9921875,0.77822265625,1.529,worker_4,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter_Write
spark-worker-5,96.218,75.68192432807189,0.13,199.06,102.05,51.27,128.58,0.8570203124999999,0.2096869329344221,0.61689453125,1.068,0.85703125,0.68017578125,1.063,worker_5,Spark,SPARK,General,4,07_AMZN_SPARK_Read_Filter_Write
spark-master,47.112,59.19048377906706,0.68,113.63,10.13,1.14,109.98,0.78291015625,0.0454165087122605,0.7087890625,0.82001953125,0.78974609375,0.77705078125,0.8189453125,master,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter_Write
spark-worker-1,113.266,47.069932865896455,71.44,190.17,110.36,78.84,115.52,1.02012265625,0.3372472448735567,0.6224609375,1.359,1.008,0.75615234375,1.355,worker_1,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter_Write
spark-worker-2,112.922,72.23010985731644,15.37,194.61,115.81,71.52,167.3,1.029415625,0.3239466662556122,0.64609375,1.345,1.052,0.758984375,1.345,worker_2,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter_Write
spark-worker-3,136.482,75.30104395026673,23.77,196.66,177.7,94.22,190.06,0.963215625,0.3054879122825996,0.63359375,1.27,0.9640625,0.682421875,1.266,worker_3,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter_Write
spark-worker-4,142.726,76.11772382303612,49.01,203.29,190.87,70.83,199.63,0.91791875,0.2689513312121563,0.6056640625,1.25,0.9248046875,0.703125,1.106,worker_4,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter_Write
spark-worker-5,138.62,76.43013639919792,38.14,199.14,186.84,74.29,194.69,0.9210734375,0.2289716196156556,0.63017578125,1.144,0.9455078125,0.75068359375,1.135,worker_5,Spark,SPARK,General,5,07_AMZN_SPARK_Read_Filter_Write
